ConceptId	num
10713006	1
10718002	1
10721000000109	1
107241000119106	1
107251000119108	1
10728006	2
1073003	1
1073061000119105	1
1073071000119104	1
10731000000106	1
1073351000119105	1
1073361000119107	1
10735991000119108	3
10736002	2
10736081000119101	1
10738511000119100	1
10738551000119104	1
10738591000119109	1
10738631000119109	1
1074001000119107	1
1074009	1
1074011000119105	1
1074021000119103	1
1074031000119100	1
10741000000102	1
10741005	2
10741751000119100	3
1074191000119100	1
10742003	2
1074211000119104	1
10742121000119104	1
10742471000119108	1
10743001000119103	1
10743008	13
10743121000119108	1
10743231000119101	1
10743271000119103	2
10743651000119105	1
10743741000119103	1
10743831000119100	4
10743881000119104	3
1074411000119103	2
10745131000119107	1
10745231000119102	3
10745291000119103	1
1074631000119106	2
10746341000119109	1
1074711000119108	2
1074741000119107	1
1074771000119100	1
1074781000119102	1
1074801000119103	1
1074811000119100	1
1074941000119105	1
1074951000119107	1
10749581000119100	2
1074961000119109	2
10749641000119106	2
10749691000119103	1
10749811000119108	1
10750051000119105	1
10750161000119106	1
10750411000119102	1
10750551000119100	1
10750641000119101	1
10750801000119102	1
1075091000119102	1
10750951000119106	1
10750991000119101	1
10751000000104	1
1075101000119107	1
10751471000119101	1
10751511000119105	2
10751581000119104	4
10751631000119101	3
10751701000119102	3
10751771000119107	1
10752251000119103	1
10752641000119102	2
10753101000119102	1
10753181000119105	1
10753231000119104	1
10753281000119103	1
10754031000119105	3
10754331000119108	3
10754701000119100	1
10754781000119108	1
10754881000119104	1
1075551000119102	1
10755671000119100	1
1075571000119106	1
10755951000119102	1
10756101000119107	1
10756261000119102	1
10756301000119105	1
10756541000119104	1
10757401000119104	1
10757441000119102	1
10757481000119107	1
1075811000119101	1
10759031000119106	1
10759111000119102	1
10759151000119101	1
10759191000119106	1
10759351000119103	3
10759401000119105	1
10759611000119105	1
10759661000119108	1
1075971000119104	1
10759711000119103	1
10759761000119100	1
1075981000119101	1
10759841000119105	2
10759881000119100	1
10759921000119107	1
10759961000119102	1
10760001000119100	1
10760041000119103	1
10760081000119108	1
10760131000119108	1
10760181000119109	1
10760301000119103	1
10760341000119101	1
10760421000119102	1
10760461000119107	1
10760541000119109	1
10760581000119104	1
10760941000119102	1
10760981000119107	1
10761000000101	1
10761021000119102	1
10761061000119107	1
10761141000119107	3
10761191000119104	3
10761241000119104	1
10761341000119105	1
10761391000119102	1
10761631000119105	1
10761671000119108	1
10761991000119101	1
10762031000119106	1
10762261000119105	1
1076451000119107	2
107646001	1
1076461000119109	2
1076481000119100	3
1076491000119102	3
107650008	1
1076701000119104	1
1076711000119101	1
1076801000000102	1
1076811000000100	1
1076821000000106	1
1076831000000108	1
107691000119101	2
1076931000000104	1
1077002	1
1077021000000100	1
1077081000119108	1
10771000000108	1
10771002	1
107751000119102	2
1077571000119102	1
1077591000119101	1
10781000000105	1
1078261000119107	2
10783000	1
1078301000112109	1
1078361000119103	1
1078371000119109	1
10785007	1
1078651000119108	1
1078681000119101	1
1078711000119100	3
1078721000119107	1
1078731000119105	1
1078791000119109	1
1078801000119105	1
10789001	5
1079004	2
1079241000119104	1
1079301000119108	1
1079331000119101	1
1079361000119109	1
1079371000119103	1
1079401000119100	1
1079411000119102	1
1079421000119109	1
1079651000119104	3
1079681000119106	3
1079691000119109	3
1079721000119100	3
1079731000119102	1
1079771000119104	1
1079831000119109	3
1079861000119101	3
1079871000119107	3
1079901000119107	3
1079911000119105	1
1079951000119106	1
10805641000119102	1
10806041000119104	1
10806241000119108	3
10807061000119103	1
10809061000119106	1
10809641000119100	1
10811121000119102	1
10811161000119107	1
10811961000119109	1
10812001000119100	1
1081201000112100	1
10812041000119103	1
10812081000119108	3
10812131000119108	1
1081411000119109	2
1081421000119102	2
1081431000119104	2
1081441000119108	2
1081471000119101	5
10815006	1
1081501000119107	5
1081511000119105	5
1081541000119109	5
10816007	1
108161000000109	1
10816301000119102	1
10818008	3
10818061000119102	1
10818101000119104	1
1081901000112109	1
10819101000119107	1
10823291000119101	1
10823451000119107	1
10823531000119102	1
10823571000119104	1
10823691000119104	1
1082451000119102	1
10825001	1
1082511000119102	1
1082551000119101	1
1082601000112109	2
1082631000119106	1
1082701000112100	1
1082701000119105	1
1082711000119108	1
1082721000119101	1
1082731000119103	1
1082751000119109	1
1082761000119106	1
1082771000119100	1
1082811000000109	1
1082811000119100	2
1082821000000103	1
1082821000119107	2
1082831000119105	3
1082841000119101	2
1082851000119104	2
1082901000112103	1
1083051000119102	2
1083061000119100	4
10830701000119107	1
10830741000119109	1
10832221000119109	1
1083231000119104	4
1083251000119105	2
108329005	1
1083321000119108	2
1083331000119106	2
1083341000119102	3
1083351000119100	4
1083361000119103	2
1083381000119107	2
1083401000119107	2
10834301000119104	1
1083431000119100	3
1083441000119109	2
10834461000119108	1
1083521000119104	3
1083541000119105	2
10835571000119102	1
1083561000119109	2
10835621000119104	2
10835661000119109	1
10835701000119102	2
10835781000119105	3
1083581000119100	4
10835871000119104	1
1083591000119102	2
10835971000119109	1
10836071000119101	1
1083611000119107	2
10836111000119108	3
10836241000119104	2
1083631000119102	2
1083651000119108	3
108367008	1
1083711000119100	2
1083811000119108	2
1083821000119101	2
10838971000119103	1
1083911000119102	3
1083921000119109	2
1083951000119101	2
1084001000119103	2
1084011000119100	2
1084021000119107	4
1084051000119104	2
1084121000119108	2
1084151000119100	2
1084191000119105	2
1084201000119108	2
1084331000119108	2
1084351000119102	2
1084361000119100	2
1084481000000105	1
1084511000000104	1
1084561000000102	1
1084561000119106	2
1084621000119102	2
10846221000119106	1
10846261000119101	1
1084631000119104	2
1084681000119103	2
1084691000119100	2
1084711000119102	3
1084801000119107	1
1084821000119103	2
1085006	3
10850221000119107	1
10850261000119102	1
1085121000119107	1
1085171000119108	1
10852006	1
1085221000119103	1
1085271000119102	1
10853001	1
1085331000119107	2
1085381000119108	1
1085431000119101	1
1085451000119107	1
1085491000119102	1
1085501000119109	1
1085511000119107	1
1085521000119100	1
1085541000119106	1
1085551000119108	1
1085561000119105	1
1085571000119104	1
1085591000119103	1
1085601000119105	1
1085611000119108	1
1085621000119101	1
10857801000119103	2
10857841000119101	2
1085791000119105	1
1085841000119108	1
1085851000119105	1
1085891000119100	1
1085901000119101	1
1085941000119104	1
1086031000119101	3
1086041000119105	1
10860991000119107	1
10861041000119105	1
1086111000119105	3
1086151000119106	1
10861651000119101	1
10861691000119106	1
10862091000119107	1
10862131000119109	1
10863009	3
1086331000119103	1
10863801000119103	1
1086381000000106	1
10863881000119106	1
10863911000119106	1
1086441000119100	1
1086461000119101	1
1086481000119105	1
1086551000119102	1
1086561000119100	3
1086571000119106	3
1086581000119109	3
1086591000000103	1
1086591000119107	2
1086601000119100	3
108661000119109	1
1086621000119109	1
1086661000000108	1
10866851000119108	1
1086701000000102	1
1086711000000100	1
10867471000119104	1
1086761000119107	1
1086811000119101	1
1086821000119108	1
1086831000119106	1
1086841000119102	1
108691000119102	1
1086911000119107	1
10869241000119102	1
1086951000119108	1
1086961000119105	1
1087001000119105	1
1087081000119102	3
1087111000119107	1
1087161000119105	1
10875004	1
10876711000119109	1
1087691000000104	1
10878002	1
1087811000119103	1
10878231000119106	1
10878791000119101	1
1087961000119107	1
1087981000000107	1
108801000119109	1
1088041000119106	1
1088091000000107	1
1088101000000104	1
1088181000119100	2
1088241000119102	2
1088281000119107	2
1088361000119107	1
1088381000119103	1
10884004	1
1088451000119104	1
1088471000119108	1
1088481000119106	2
1088571000119107	1
1088651000119102	1
1088701000119107	1
108871000119104	1
1088711000119105	1
1088781000119104	1
1088791000119101	1
10888001	1
1088831000119107	1
1088841000119103	1
1088911000119108	1
1088971000119100	1
1089000	3
10890000	1
1089011000119101	1
1089051000119100	2
1089071000119109	1
1089081000119107	2
1089101000119100	2
1089181000119108	2
1089221000119100	1
1089261000000101	2
10893003	2
1089381000119105	1
108941000119102	2
1089681000119104	1
1089701000000105	1
1089711000000107	1
1089721000000101	1
1089731000000104	1
10897371000119109	1
1089741000000108	1
1089751000000106	1
10897531000119101	1
1089761000000109	1
1089771000000102	1
1089781000000100	1
1089791000000103	1
1089811000000102	1
1089811000119106	1
1089821000000108	1
1089831000000105	1
1089841000000101	1
1089851000000103	1
10899004	1
1089971000119108	1
10900191000119103	2
10900231000119107	1
10900351000119106	1
10900391000119101	1
10900431000119106	1
10900471000119109	1
10900511000119100	1
10900551000119104	1
1090061000119106	1
1090071000119100	1
1090081000119102	1
1090091000119104	1
10901008	7
1090111000119107	1
1090121000119100	1
1090131000119102	1
1090141000119106	1
10901571000119101	1
1090161000119105	1
10901611000119105	1
1090171000119104	1
1090181000119101	1
1090191000119103	1
1090241000119103	1
1090361000119108	1
10904000	3
1090441000119102	1
1090451000119100	1
1090561000119102	1
1090581000119106	1
10906271000119107	1
1090661000119101	1
1090711000000102	1
1090791000119102	2
1090851000119102	2
1090891000119107	2
1090971000119101	1
1090991000119100	1
1091000119108	1
1091061000119103	1
1091081000119107	1
1091091000119105	2
10911000000101	3
1091181000119108	1
1091261000119105	1
1091311000119104	1
1091321000119106	1
1091391000119108	1
1091401000119105	1
1091441000119107	1
1091451000119109	1
1091521000119102	1
1091581000119103	1
10916006	2
1091621000119103	1
1091661000119108	1
1091681000119104	1
1091691000119101	2
109171000119104	3
1091711000119103	2
1091741000000108	1
1091791000119107	2
1091861000000100	1
1091911000000109	1
1091931000000101	1
1091941000000105	1
1091991000119109	1
1092291000119107	1
1092351000119107	2
1092431000000103	1
109245003	1
1092461000119104	1
109250009	3
109253006	2
109254000	1
109255004	1
109257007	2
109258002	2
1092611000119100	1
109266006	5
109269004	1
1092691000119109	1
109271000119105	3
109271004	1
109273001	1
109275008	1
109277000	1
109279002	1
1092791000119103	1
109281000	1
109283002	1
109285009	1
109287001	1
1092881000119105	1
109289003	1
1092901000119107	2
109291006	1
109293009	1
1092941000119109	1
109295002	1
1092951000119106	1
10930001	1
109301001	1
109308007	1
109321000	3
109322007	3
109323002	3
109324008	3
109325009	3
109326005	3
109331000119100	3
109333005	3
10934005	1
109348004	1
109349007	1
109351000000102	1
109355002	1
109356001	1
109360003	1
109367000	2
109368005	1
109369002	1
109371002	1
109372009	1
109378008	2
109384006	1
109385007	4
109386008	1
109388009	1
109389001	1
109390005	1
109391009	1
10939101000119105	1
10939141000119107	1
109392002	1
109393007	1
10939461000119104	1
10939501000119104	1
10939541000119102	1
10939581000119107	1
10939701000119109	1
10939881000119105	1
1093991000000101	1
1094001000000106	1
1094011000000108	1
1094021000000102	1
1094031000000100	1
1094051000000107	1
109409003	1
10941000000100	1
109413005	2
109417006	1
109418001	3
109419009	3
109423001	1
109427000	1
109430007	2
109432004	1
109433009	2
109434003	1
109436001	3
109439008	1
1094401000000104	1
109441000119102	1
109442002	2
109443007	1
109444001	1
109448003	1
109455001	1
109456000	1
109459007	1
109461003	2
109467004	1
109468009	1
109470000	3
109471001	3
109472008	1
10947331000119109	1
10947411000119108	1
10947451000119109	1
109475005	1
10947531000119104	1
109476006	1
10947611000119105	1
10947651000119106	1
109477002	4
10947771000119106	1
109478007	4
10947851000119107	1
10947891000119102	1
109479004	1
10947971000119108	1
109480001	1
10948005	2
10948051000119101	1
10948091000119106	1
109481002	1
10948191000119107	1
109482009	1
10948231000119103	1
109483004	1
109484005	1
109485006	1
109486007	1
109487003	6
109488008	1
109489000	1
109490009	1
109491008	1
109492001	2
109493006	3
109494000	4
109499005	1
109500001	2
10950002	1
109501002	1
109502009	6
109504005	5
109507003	1
109512002	1
109513007	1
109514001	1
109515000	2
109520000	1
109521001	1
109526006	1
109527002	1
109531008	1
10953241000119103	1
10953281000119108	1
10953321000119103	1
10953361000119108	1
10953441000119102	1
10953481000119107	1
10953521000119107	1
10953561000119102	1
10953641000119100	1
10953681000119105	1
109538002	1
10954006	1
109545002	1
109549008	2
109550008	1
109551007	1
109554004	1
109556002	3
109557006	1
109558001	5
109559009	1
10955961000119106	1
10956121000119108	1
109562007	1
10956201000119108	1
10956321000119105	1
109564008	2
10956401000119109	1
10956521000119101	1
10956561000119106	1
10956601000119106	1
10956641000119108	1
10956721000119109	1
10956761000119104	1
10956801000119107	1
10956841000119109	1
10956961000119101	1
10957041000119104	1
10957081000119109	1
10957161000119101	1
10957241000119108	1
10957281000119103	1
10957641000119106	1
10957681000119101	1
109577004	1
10957841000119107	1
10957881000119102	1
109580003	1
109581004	1
109582006	1
109585008	1
109586009	1
109588005	2
10959001	1
109593008	1
109599007	3
10959921000119104	1
10959961000119109	1
109600005	1
109602002	3
109603007	5
10960321000119104	1
109606004	1
109607008	1
109609006	1
109610001	3
109611002	2
109617003	1
109620006	1
109622003	2
109623008	1
109624002	2
109629007	1
109632005	2
109637004	1
109640004	1
109644008	2
109650003	1
10965561000119105	1
10965601000119105	1
10965761000119103	1
10965801000119106	1
10966001000119108	1
10966041000119105	1
109661006	1
109662004	1
109663009	1
109664003	3
109665002	1
109666001	1
109667005	3
109671008	5
109673006	2
109674000	2
109675004	3
109676003	1
109677007	2
109678002	3
109679005	2
109681007	1
109683005	1
109690000	4
109691001	5
109700003	1
109709002	2
10971000087107	1
109710007	2
109712004	1
109714003	2
109728009	2
109730006	1
109735001	1
1097381000000107	1
109741008	2
109747007	1
109748002	2
109751009	3
109752002	2
109753007	4
109764005	1
109769000	1
109771000	1
109772007	2
109773002	2
109774008	1
109775009	1
109778006	1
109787002	6
109788007	1
1097951000000100	1
1097961000000102	1
109798001	2
109800008	1
109802000	1
10981006	1
109816005	2
10981821000119103	1
109821008	1
10982181000119101	1
109823006	1
109824000	2
109826003	1
109827007	2
1098281000000102	1
109830000	2
109831001	1
109833003	1
109835005	3
109836006	2
109837002	2
109838007	1
10984003	2
109841003	6
109843000	1
109847004	1
109848009	2
1098521000000101	1
109853004	2
109854005	1
109855006	1
109856007	1
109858008	1
109859000	4
109861009	1
109867008	1
109869006	1
109874003	1
109875002	2
10987721000119102	1
10987871000119109	1
109879008	1
10987961000119105	1
109880006	1
109881005	1
10988211000119104	1
1098861000119103	2
109895008	2
109897000	3
109898005	1
109899002	1
109900007	1
1099001000119103	1
109901006	1
109912006	1
109913001	2
109914007	1
109917000	3
109919002	1
109921007	1
1099241000119105	2
109945006	1
109948008	3
10995009	1
109953003	1
10995411000119108	1
109958007	1
1099601000119106	3
1099611000119109	2
109962001	2
1099621000119102	1
109964000	1
109965004	6
10996571000119108	1
109966003	6
10996611000119104	1
109967007	2
109968002	2
109969005	6
109970006	3
10997011000119105	1
10997051000119106	3
109971005	3
109972003	3
10997211000119104	1
109975001	1
109976000	2
109977009	1
109978004	1
109979007	1
109980005	1
109982002	1
109983007	3
109984001	1
109985000	2
109988003	3
109989006	5
109991003	2
109992005	16
10999201000119106	1
109994006	5
109995007	2
109996008	8
109998009	5
110000005	5
110002002	3
110004001	9
110005000	7
110006004	5
110007008	3
11000771000119104	2
110011000000107	1
110013004	1
110014005	1
110015006	1
110016007	2
110021005	1
110022003	1
110023008	1
110024002	2
110026000	1
110027009	1
110028004	2
110030002	4
11003002	5
110042007	1
110043002	1
110044008	1
110045009	1
110052006	1
110053001	1
110054007	1
110055008	1
110056009	1
110062004	1
110063009	1
110064003	1
110065002	1
110066001	1
11006841000119102	2
11006881000119107	2
11007001000119105	2
11007491000119105	1
11007571000119108	1
11007851000119102	1
11007891000119107	1
11007931000119104	3
110081000119109	1
11008601000119101	1
1101000119103	1
11012931000119103	1
11013005	6
110149000	1
110166003	1
110167007	1
110171000119107	3
110171005	3
110172003	1
110173008	1
110174002	1
110175001	3
110176000	1
110177009	1
110178004	1
110179007	7
110180005	2
110181009	2
110183007	3
110184001	1
110185000	1
110187008	3
110188003	1
110189006	1
110191003	1
110193000	1
110195007	1
110199001	1
1102005	1
110203001	1
110207000	1
110211006	1
110215002	1
110219008	1
110223000	1
110227004	1
110231005	1
110234002	1
1102351000000105	2
110236000	1
110237009	1
110244000	2
110245004	1
110247007	1
110248002	1
110255000	1
110256004	1
110257008	1
11026009	1
110261002	1
110263004	4
110265006	4
110267003	1
110270004	3
110271000	1
110276005	2
110277001	1
110280000	2
110283003	2
110288007	1
110290008	1
110292000	1
110298001	2
110302009	1
110304005	1
110318003	2
110319006	1
110321001	1
11033009	2
110333006	1
110334000	2
110335004	2
110336003	1
1103361000000102	2
1103371000000109	2
1103381000000106	2
1103391000000108	2
1103401000000106	2
110341006	1
1103411000000108	2
110342004	1
1103421000000102	2
1103431000000100	2
1103441000000109	2
1103451000000107	2
110351007	3
110355003	1
110358001	1
110359009	4
110362007	2
110366005	1
110367001	1
110368006	1
1103711000000100	1
1103911000000103	1
110396000	1
1104641000000105	1
1104701000000100	1
1104721000000109	1
110475006	1
11047971000119109	1
110483000	1
11049006	1
11051005	1
1107321000000102	2
1107331000000100	2
1108009	1
11081000000104	1
1108141000000108	1
1109361000000104	1
1109371000000106	1
1109381000000108	2
110979008	3
110980006	2
110981005	1
110982003	2
110983008	1
110985001	4
110986000	2
110989007	2
110990003	1
110995008	1
110997000	5
111005008	2
1110091000000103	1
1110101000000106	1
1110111000000108	1
111012004	1
1110121000000102	1
1110131000000100	1
1110141000000109	1
111021003	1
111024006	1
111027004	2
111030006	6
11104006	2
1110641000000102	1
1110651000000104	1
11109001	3
1111391000000107	1
11114002	4
1111401000000105	1
1111491000000103	1
1111521000000100	1
1111541000000107	1
1111551000000105	1
1111661000000107	1
111188005	1
111190006	1
111192003	1
111196000	4
111197009	4
111200005	2
111202002	1
111208003	5
111209006	3
111213004	1
111214005	2
111222003	1
111224002	2
111237004	4
111240004	1
111243002	1
111246005	4
111247001	4
111253001	1
111254007	1
111255008	6
111261006	1
111277007	2
111278002	3
111285003	1
111287006	6
111289009	1
111290000	3
111292008	1
111294009	2
111298007	1
111301006	1
111303009	3
111304003	1
111306001	3
111307005	3
11131000000104	1
111311004	1
111317000	4
111318005	3
111319002	1
111321007	1
111322000	2
111323005	4
111325003	1
111326002	1
111327006	1
111328001	2
111332007	1
111334008	1
111335009	1
111338006	1
11134001	1
111343004	1
111345006	1
111348008	1
111352008	1
111353003	1
111354009	9
111356006	2
111360009	1
111361008	1
111363006	3
111365004	1
111368002	1
111371005	1
111372003	1
111374002	1
111377009	1
111382002	1
111385000	6
111386004	1
111387008	1
111389006	5
111390002	5
111395007	1
111396008	15
111405003	1
111407006	4
11141000000108	1
111410004	1
111411000119103	1
111420009	1
111424000	1
111431001	1
111432008	1
111452009	1
111453004	3
111454005	3
111460005	1
111465000	1
111467008	2
111469006	1
111475002	2
111480006	1
111483008	1
111484002	1
111485001	1
111487009	2
111488004	1
111496009	4
111499002	10
111500006	1
111502003	1
111504002	3
111505001	2
111508004	2
11151000000106	1
111513000	2
111514006	2
